stone,,,,,,,,,,,,,,,,,,,,,,,,,snow,stone,stone,stone,stone
stone,,,,,,,,,,,,,,,,,,,,,,,,,stone,stone,stone,stone,stone
stone,,,,,,,,,,,,,,,,,,,,,,,,finish,snow,stone,stone,stone,stone
stone,,,,,snow,snow,snow,snow,,,,ice,,,,,,,,,,,,snow,stone,stone,stone,stone,stone
stone,,,snow,ice,snow,stone,stone,stone,,,snow,snow,snow,,snow,,,,,,,,snow,stone,stone,stone,snow,stone,stone
stone,,snow,stone,stone,stone,,,,,snow,stone,stone,stone,,stone,,,,,,,,stone,stone,snow,stone,stone,stone,stone
stone,,,,,,,,,,stone,,,,,,,,,,,snow,ice,stone,stone,stone,stone,stone,stone,stone
stone,snow,,,,,,,,,,,,,,,,,,,,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,stone,snow,,,,,,,,,,,,,,,,,,snow,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,stone,stone,snow,,,,,,,,,,,,,,,,snow,stone,stone,stone,stone,stone,snow,stone,stone,stone,stone
stone,,,stone,snow,,,,,,,,,,,,,,ice,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,,,,,,,,,,,snow,,,,,,snow,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,,,,,snow,,,snow,,,snow,,,,,,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,,,,snow,stone,,,stone,,,stone,,,snow,,,stone,snow,stone,stone,snow,stone,stone,stone,stone,stone,stone,stone,stone
stone,start,,snow,stone,stone,,,stone,,,stone,,,snow,,,snow,stone,stone,stone,stone,stone,stone,stone,stone,stone,snow,stone,stone
dirt,,snow,stone,stone,stone,ice,ice,stone,ice,ice,stone,ice,ice,stone,ice,ice,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,dirt
stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
