stone,stone,stone,stone,stone,stone,stone,dirt,dirt,dirt,dirt,dirt,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,stone,stone,,stone,stone,stone,stone,dirt,dirt,dirt,,,,,,stone,stone,stone,,,stone,stone,stone,,,,,,stone
stone,stone,stone,,,,stone,stone,dirt,dirt,stone,,stone,stone,,finish,stone,stone,,,,,stone,,,stone,,,,stone
stone,stone,,,,stone,stone,stone,stone,stone,stone,,,,stone,stone,stone,stone,,stone,,,stone,,stone,stone,stone,,,stone
stone,,,,,,,,,,stone,stone,stone,,,,stone,stone,,stone,stone,,stone,,stone,stone,,,,stone
stone,,,stone,,,,,,,,stone,stone,stone,stone,,,stone,,stone,,,stone,,,stone,,,stone,stone
stone,,,stone,,,,,,,,,,,stone,stone,,stone,,stone,,stone,stone,stone,,stone,,start,,stone
stone,stone,,stone,,,,,,,,,,,,,,stone,,stone,,,stone,stone,,stone,stone,,,stone
stone,,,stone,,,,,,,,,,,,,stone,stone,,stone,stone,,,stone,,,stone,stone,stone,stone
stone,,stone,stone,,,,,,,stone,stone,stone,stone,stone,stone,stone,stone,,,stone,,,stone,stone,,,,stone,stone
stone,,,stone,,,,,,stone,stone,,,,,,stone,stone,stone,,stone,stone,,,stone,stone,,,,stone
stone,stone,,stone,stone,spike,stone,,,stone,,,,,,,,stone,stone,,,stone,,,,stone,stone,stone,,stone
stone,stone,,,stone,stone,stone,spike,spike,stone,,,,,,,,,stone,stone,,stone,stone,,,,,,,stone
stone,dirt,stone,,,,stone,stone,stone,stone,,,,stone,,,,,,,,stone,dirt,dirt,,,,,stone,stone
stone,dirt,stone,,,,,,,,,,,,,,,,,,stone,dirt,dirt,dirt,stone,stone,stone,dirt,dirt,stone
dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,stone,spike,spike,spike,spike,spike,stone,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt,dirt
stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
