stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,stone,stone
stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,stone,stone
stone,,,,,,,,,,,,snow,snow,snow,,,,,,,,,,,,,,stone,stone
stone,,,,,,,,,,,,,stone,stone,snow,snow,,,,snow,,,,snow,,,,stone,stone
stone,,,,,,,,,,snow,,,,stone,stone,snow,,,,stone,,,,stone,,,,snow,stone
stone,,,,snow,,,snow,,,stone,,,,stone,,stone,ice,ice,ice,stone,ice,ice,ice,stone,snow,,,stone,stone
stone,,,snow,stone,,,stone,,,,,,,stone,,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,,,stone,stone
stone,,,,,,,,,,,,,,stone,,,,,,,,,,,,,,stone,stone
stone,snow,,,,,,,,,,,,,stone,,,,,,,,,,,,,,stone,stone
stone,stone,snow,,,,,,,,,,,,stone,,,,,,,,,,,,,,stone,stone
stone,,stone,,,,,,,,,,,,stone,,,,,,,,,,,,snow,,snow,stone
stone,,,,snow,,,,snow,,,,,,stone,,,,,,snow,,,,,,stone,,stone,stone
stone,,,,stone,,,,stone,,,,,,stone,,,,,,stone,,,snow,,,stone,,stone,stone
stone,,,,,,,,,,,snow,,start,stone,,,snow,,,stone,,,stone,snow,,stone,,stone,stone
stone,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,stone,,,stone,finish,,stone,ice,ice,stone,ice,ice,stone,snow,ice,stone,ice,stone,stone
dirt,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow,stone,snow,snow,stone,snow,snow,stone,snow,stone,dirt
stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
