stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,,,,,,,,stone,,,,stone
stone,stone,,,,,,,,stone,stone,,stone,stone,stone,stone,,,,,,,,,,stone,,,,stone
stone,stone,,,,,,,,,,,,stone,stone,,,,,,,,,,,stone,stone,finish,,stone
stone,,,,stone,stone,stone,stone,,,,,,,stone,,,,stone,stone,stone,stone,,,,,stone,stone,,stone
stone,,,stone,stone,,,stone,stone,stone,,,,,stone,,,stone,stone,stone,stone,stone,stone,stone,,,stone,,,stone
stone,,,,,,,,,stone,stone,stone,,,stone,,,,,,,,stone,stone,,,stone,,dirt,stone
stone,stone,,,,,,,,,,stone,stone,,stone,stone,,,,,,,,stone,,,stone,,,stone
stone,stone,stone,,,,,,,,,stone,stone,,,stone,,,,,,,,stone,stone,,stone,dirt,,stone
stone,stone,stone,stone,stone,stone,stone,stone,stone,,,stone,stone,,,,stone,,,,,,,,stone,,stone,,,stone
stone,stone,stone,,,,,,,,dirt,stone,stone,,,,,,,stone,,,,,stone,,stone,,dirt,stone
stone,stone,,,,,,,,,dirt,stone,stone,,,,,,,,,stone,,,dirt,,stone,,,stone
stone,,,,,,,,,stone,dirt,stone,stone,stone,,,,,,,,,,,dirt,,stone,dirt,,stone
stone,,,,,,stone,,,,dirt,stone,stone,stone,,,,,,,,,,stone,stone,,,,,stone
stone,start,,stone,,,,,,,dirt,stone,stone,stone,,,,,,,,,,dirt,dirt,,,,dirt,stone
stone,,,,,,,,,,dirt,dirt,stone,stone,stone,,,,,stone,,,stone,dirt,dirt,stone,,,,stone
dirt,dirt,dirt,dirt,spike,spike,spike,spike,spike,dirt,dirt,dirt,stone,stone,stone,spike,spike,spike,spike,spike,spike,spike,stone,stone,stone,stone,dirt,dirt,dirt,dirt
stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
