stone,snow,snow,snow,snow,stone,stone,stone,stone,stone,stone,,,,,,,,,stone,stone,stone,,,,,,,,stone
stone,snow,snow,,,snow,snow,stone,stone,snow,,,,,,,,,,,stone,stone,,,,,,,,stone
stone,snow,,,,,snow,stone,stone,,,,,,,,,,,,,snow,stone,,,,ice,,finish,stone
stone,,,,,,,snow,stone,,,,,,,,,,,,,,snow,,,snow,snow,snow,stone,stone
stone,,,,,,,stone,stone,,,,,,,,,,,,,,snow,,snow,,stone,stone,snow,stone
stone,,,,,,,snow,stone,,,,,,,,,,,,,,snow,,,,,,stone,stone
stone,start,,,snow,,,stone,stone,,,,,,,,,,,,snow,,,stone,,,,,,stone
stone,,,ice,stone,,,stone,stone,,,snow,,,,,,,,,stone,,,stone,snow,snow,,,,stone
stone,snow,snow,stone,,,,stone,snow,snow,,stone,,,,,,snow,,ice,stone,,,,,snow,snow,,,stone
stone,stone,,,,,,stone,stone,,,stone,,,snow,,,stone,,snow,stone,,,,,,,,,stone
stone,,,,,snow,snow,stone,stone,,snow,stone,,ice,stone,,,,,snow,stone,,,,,,,,snow,stone
stone,,,ice,,stone,stone,stone,stone,,,,,stone,,,,,,stone,stone,snow,,,,,,,stone,stone
stone,,snow,snow,snow,,,,stone,snow,,,,,,,,,ice,stone,stone,snow,ice,,snow,,,snow,,stone
stone,,,stone,,,,,stone,,,,,,,,,,snow,stone,stone,stone,snow,,stone,,,stone,,stone
stone,snow,,,,,,,,,snow,,,,,,,,stone,stone,stone,stone,stone,,stone,,,stone,,stone
dirt,stone,,,,,,,,,stone,ice,ice,ice,ice,ice,ice,ice,stone,stone,stone,stone,stone,ice,stone,ice,ice,stone,ice,dirt
stone,stone,stone,stone,stone,stone,ice,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
