stone,,,stone,dirt,dirt,dirt,dirt,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,start,,,dirt,dirt,dirt,dirt,dirt,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,,,,dirt,dirt,dirt,dirt,,,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,stone,,,dirt,dirt,dirt,dirt,finish,,,stone,stone,stone,dirt,dirt,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
stone,,,,dirt,dirt,dirt,dirt,stone,stone,,,stone,stone,dirt,dirt,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,dirt,stone,stone
stone,,,,dirt,dirt,dirt,stone,stone,stone,,,,stone,stone,dirt,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,dirt,dirt,dirt,stone
stone,,,stone,dirt,dirt,dirt,stone,stone,stone,stone,,,,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,dirt,stone,dirt,stone
stone,,,stone,dirt,dirt,dirt,dirt,stone,stone,stone,,,,,stone,stone,stone,stone,,,stone,stone,stone,stone,stone,stone,,stone,stone
stone,,,stone,dirt,dirt,dirt,dirt,stone,stone,stone,spike,stone,,,,,stone,,,,,stone,,,,,,,stone
stone,,,stone,dirt,dirt,dirt,dirt,dirt,dirt,dirt,stone,stone,stone,,,,,,,,,,,,,,,,stone
stone,,,stone,dirt,,,,,,,,,stone,stone,,,,,spike,,,,,stone,stone,stone,,,stone
stone,,,,,,,,,,,,,,stone,stone,stone,stone,stone,stone,stone,,,stone,stone,stone,,,,stone
stone,,,,,,,,,,stone,,,,,,,,,,stone,stone,stone,stone,,,,,stone,stone
stone,,,,,,stone,,stone,stone,stone,,,,,,,,,,,stone,stone,,,,,dirt,dirt,stone
stone,stone,,,,stone,stone,spike,stone,dirt,dirt,spike,stone,,stone,,,,,,,,,,,dirt,dirt,dirt,dirt,stone
stone,stone,spike,dirt,dirt,stone,dirt,dirt,stone,dirt,stone,stone,stone,stone,stone,stone,stone,spike,spike,dirt,,,,,dirt,dirt,dirt,dirt,dirt,dirt
stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone,stone
